,tier,blue_kill,blue_firstBlood,blue_gold,blue_towers,blue_firstTower,blue_firstDragon,first_dragon,blue_firstRiftHerald,gold_diff,rift_herald,dragons_count,fire_dragon,water_dragon,air_dragon,earth_dragon,blue_win
3909,DIAMOND,6,0,20930,0,0,0,,0,-5572,0,0,0,0,0,0,0
3910,DIAMOND,11,0,25284,1,1,0,,1,318,1,0,0,0,0,0,0
3911,DIAMOND,8,1,23543,0,0,0,,1,1789,1,0,0,0,0,0,0
3912,DIAMOND,10,1,25860,2,1,1,AIR_DRAGON,1,5263,0,2,1,0,1,0,1
3913,DIAMOND,13,0,28830,3,1,0,,1,2532,1,0,0,0,0,0,1
3914,DIAMOND,10,0,23292,0,0,0,,0,-1046,0,0,0,0,0,0,1
3915,DIAMOND,12,1,25009,1,1,0,,1,2382,1,0,0,0,0,0,1
3916,DIAMOND,14,1,24412,0,1,0,,1,-1767,0,0,0,0,0,0,1
3917,DIAMOND,15,0,24958,0,0,1,EARTH_DRAGON,1,-1192,1,1,0,0,0,1,0
3918,DIAMOND,7,0,23650,1,1,0,,1,-946,1,0,0,0,0,0,0
3919,DIAMOND,15,1,25563,0,0,0,,0,-264,0,1,0,0,0,1,0
3920,DIAMOND,13,0,26286,1,1,0,,1,4204,1,0,0,0,0,0,1
3921,DIAMOND,13,0,25062,0,0,1,EARTH_DRAGON,0,103,0,1,0,0,0,1,0
3922,DIAMOND,12,1,25129,0,1,1,EARTH_DRAGON,0,3174,0,2,1,0,0,1,1
3923,DIAMOND,16,1,28333,1,1,0,,1,4170,1,0,0,0,0,0,1
3924,DIAMOND,20,0,29486,3,1,0,,1,3473,1,0,0,0,0,0,0
3925,DIAMOND,15,1,29542,2,1,0,,1,6828,1,0,0,0,0,0,1
3926,DIAMOND,14,0,23640,0,0,0,,0,-5059,0,0,0,0,0,0,1
3927,DIAMOND,8,0,22420,0,0,0,,0,-4283,0,0,0,0,0,0,0
3928,DIAMOND,2,0,20504,0,0,0,,0,-4937,0,0,0,0,0,0,0
3929,DIAMOND,16,1,25770,0,0,1,FIRE_DRAGON,1,-481,1,2,1,0,0,1,1
3930,DIAMOND,4,1,22319,0,1,0,,0,430,0,0,0,0,0,0,1
3931,DIAMOND,12,0,23898,0,0,1,AIR_DRAGON,1,-1070,1,2,1,0,1,0,1
3932,DIAMOND,9,0,22838,0,0,0,,0,-4564,0,0,0,0,0,0,0
3933,DIAMOND,8,0,22797,0,0,1,FIRE_DRAGON,0,-4498,0,1,1,0,0,0,0
3934,DIAMOND,8,0,21562,0,0,0,,1,-4143,1,0,0,0,0,0,1
3935,DIAMOND,12,1,27240,1,1,1,AIR_DRAGON,1,6193,1,1,0,0,1,0,1
3936,DIAMOND,21,0,26913,0,0,0,,0,16,0,0,0,0,0,0,0
3937,DIAMOND,8,0,21641,0,0,0,,1,-5001,1,0,0,0,0,0,0
3938,DIAMOND,10,0,25022,1,1,0,,1,1198,1,0,0,0,0,0,1
3939,DIAMOND,11,0,23903,0,0,0,,0,-617,0,0,0,0,0,0,0
3940,DIAMOND,8,1,21272,0,0,1,,0,-359,0,0,0,0,0,0,0
3941,DIAMOND,10,1,23790,0,0,0,,0,2844,0,0,0,0,0,0,0
3942,DIAMOND,9,1,24078,1,1,0,,1,314,1,1,0,0,1,0,0
3943,DIAMOND,7,0,20851,0,0,0,,0,-4180,0,0,0,0,0,0,0
3944,DIAMOND,10,1,23068,0,1,1,WATER_DRAGON,1,698,1,1,0,1,0,0,1
3945,DIAMOND,16,1,26866,0,1,1,AIR_DRAGON,1,4175,1,2,1,0,1,0,0
3946,DIAMOND,11,1,24272,0,1,0,,1,1055,1,0,0,0,0,0,0
3947,DIAMOND,6,1,23097,0,0,0,,0,-1190,0,0,0,0,0,0,0
3948,DIAMOND,9,0,24932,1,1,0,,1,-2226,1,0,0,0,0,0,0
3949,DIAMOND,5,0,21489,0,0,0,,0,-4331,0,0,0,0,0,0,1
3950,DIAMOND,11,0,25919,1,1,1,FIRE_DRAGON,1,5729,1,2,1,0,0,1,1
3951,DIAMOND,7,0,21982,0,0,0,,1,-5290,0,0,0,0,0,0,1
3952,DIAMOND,7,0,21362,0,0,1,FIRE_DRAGON,0,-8984,0,1,1,0,0,0,0
3953,DIAMOND,7,0,21748,1,0,0,,1,-4573,1,0,0,0,0,0,0
3954,DIAMOND,6,0,22406,1,1,0,,1,-2804,1,0,0,0,0,0,0
3955,DIAMOND,6,1,21179,0,0,0,,0,-8735,0,0,0,0,0,0,0
3956,DIAMOND,13,0,24724,1,0,1,EARTH_DRAGON,0,-2725,0,1,0,0,0,1,0
3957,DIAMOND,13,1,24288,0,0,0,,1,-2838,1,0,0,0,0,0,0
3958,DIAMOND,10,0,25413,1,1,0,,1,2422,1,0,0,0,0,0,1
3959,DIAMOND,6,0,22817,0,1,0,,1,-502,1,0,0,0,0,0,1
3960,DIAMOND,15,1,28371,2,1,1,AIR_DRAGON,1,1576,1,1,0,0,1,0,0
3961,DIAMOND,15,1,25722,1,1,1,AIR_DRAGON,0,3739,0,1,0,0,1,0,1
3962,DIAMOND,13,1,25520,0,0,0,,0,-828,0,0,0,0,0,0,0
3963,DIAMOND,11,1,23058,0,0,0,,0,-5779,0,0,0,0,0,0,1
3964,DIAMOND,13,1,25482,0,0,0,,1,142,1,0,0,0,0,0,0
3965,DIAMOND,5,1,21803,0,1,1,AIR_DRAGON,0,-2393,0,1,0,0,1,0,0
3966,DIAMOND,15,1,25334,0,1,1,EARTH_DRAGON,1,3484,0,1,0,0,0,1,0
3967,DIAMOND,15,0,26472,2,1,1,AIR_DRAGON,1,3811,1,1,0,0,1,0,1
3968,DIAMOND,15,0,26330,0,1,0,,1,4185,1,1,0,1,0,0,1
3969,DIAMOND,14,0,24817,0,1,1,AIR_DRAGON,0,-518,0,1,0,0,1,0,1
3970,DIAMOND,23,1,27950,0,1,1,FIRE_DRAGON,0,2093,0,2,1,1,0,0,1
3971,DIAMOND,14,0,25400,0,1,0,,0,3654,0,1,0,0,1,0,1
3972,DIAMOND,7,0,21919,0,0,0,,0,-4104,0,0,0,0,0,0,0
3973,DIAMOND,7,0,23712,0,0,0,,1,-450,1,0,0,0,0,0,0
3974,DIAMOND,5,0,21863,0,0,1,WATER_DRAGON,0,-5812,0,1,0,1,0,0,1
3975,DIAMOND,9,1,21793,0,1,1,FIRE_DRAGON,0,-2347,0,1,1,0,0,0,0
3976,DIAMOND,17,0,26501,0,1,0,,0,3246,0,0,0,0,0,0,0
3977,DIAMOND,10,1,25128,1,1,0,,0,2088,0,1,1,0,0,0,1
3978,DIAMOND,14,1,26423,1,1,0,,0,529,0,1,0,0,1,0,1
3979,DIAMOND,12,0,25512,1,1,1,FIRE_DRAGON,1,323,1,1,1,0,0,0,1
3980,DIAMOND,8,0,22594,0,0,0,,0,-5574,0,0,0,0,0,0,0
3981,DIAMOND,16,1,29001,2,1,0,,1,5587,1,0,0,0,0,0,0
3982,DIAMOND,9,0,21928,0,0,1,,1,-2526,1,0,0,0,0,0,1
3983,DIAMOND,11,0,26104,0,0,1,FIRE_DRAGON,0,133,0,1,1,0,0,0,1
3984,DIAMOND,7,0,23281,0,0,0,,0,-1684,0,0,0,0,0,0,0
3985,DIAMOND,4,0,20232,0,0,1,FIRE_DRAGON,1,-3358,1,1,1,0,0,0,0
3986,DIAMOND,15,0,25840,0,0,0,,0,-948,0,1,0,0,0,1,1
3987,DIAMOND,18,1,28691,1,1,1,AIR_DRAGON,1,6635,1,1,0,0,1,0,1
3988,DIAMOND,1,0,19505,0,0,0,,0,-4106,0,1,0,1,0,0,1
3989,DIAMOND,5,0,20761,0,0,0,,0,-5458,0,0,0,0,0,0,0
3990,DIAMOND,10,0,25127,1,1,0,,0,2024,0,0,0,0,0,0,0
3991,DIAMOND,13,1,25415,0,1,0,,0,3846,0,1,0,1,0,0,1
3992,DIAMOND,16,1,26287,0,1,0,,1,2716,1,0,0,0,0,0,1
3993,DIAMOND,16,0,28570,1,1,1,EARTH_DRAGON,0,2333,0,2,0,0,1,1,1
3994,DIAMOND,6,0,24497,1,1,1,FIRE_DRAGON,1,1225,1,1,1,0,0,0,1
3995,DIAMOND,11,1,25607,0,1,0,,1,888,1,0,0,0,0,0,1
3996,DIAMOND,8,0,23169,0,1,1,FIRE_DRAGON,0,-1581,0,1,1,0,0,0,1
3997,DIAMOND,4,1,22244,0,1,1,EARTH_DRAGON,0,984,0,1,0,0,0,1,1
3998,DIAMOND,12,0,23532,0,0,0,,0,-4004,0,0,0,0,0,0,1
3999,DIAMOND,16,1,25286,0,1,1,FIRE_DRAGON,1,3002,1,2,1,0,1,0,1
4000,DIAMOND,8,0,22832,1,0,0,,1,-3474,1,0,0,0,0,0,0
4001,DIAMOND,9,1,23430,0,1,1,WATER_DRAGON,0,3620,0,1,0,1,0,0,1
4002,DIAMOND,16,1,26492,0,1,1,EARTH_DRAGON,1,3784,0,2,0,1,0,1,1
4003,DIAMOND,11,0,24397,0,0,0,,0,-2868,0,0,0,0,0,0,0
4004,DIAMOND,9,0,24358,1,0,1,EARTH_DRAGON,0,-552,0,1,0,0,0,1,0
4005,DIAMOND,10,1,24493,0,0,0,,1,-6141,1,0,0,0,0,0,0
4006,DIAMOND,17,1,25794,0,1,0,,0,4065,0,1,0,1,0,0,1
4007,DIAMOND,14,0,27254,1,1,0,,1,3630,1,0,0,0,0,0,1
4008,DIAMOND,12,1,24948,0,0,1,WATER_DRAGON,0,-2641,0,1,0,1,0,0,0
4009,DIAMOND,15,0,28138,1,1,0,,1,2858,1,1,0,1,0,0,1
4010,DIAMOND,6,1,23784,1,1,0,,1,563,1,0,0,0,0,0,1
4011,DIAMOND,12,0,24931,0,0,0,,1,-116,1,0,0,0,0,0,1
4012,DIAMOND,11,0,24458,0,0,1,FIRE_DRAGON,0,1008,0,1,1,0,0,0,0
4013,DIAMOND,12,0,24055,0,0,1,WATER_DRAGON,0,-1535,0,1,0,1,0,0,1
4014,DIAMOND,9,1,23148,0,1,1,EARTH_DRAGON,1,1758,1,1,0,0,0,1,1
4015,DIAMOND,11,1,24394,1,1,1,WATER_DRAGON,0,2615,0,1,0,1,0,0,1
4016,DIAMOND,8,1,24907,1,1,1,FIRE_DRAGON,1,4858,0,2,1,1,0,0,1
4017,DIAMOND,10,0,23554,0,0,1,AIR_DRAGON,0,-766,0,1,0,0,1,0,1
4018,DIAMOND,9,1,23798,0,0,1,WATER_DRAGON,0,-541,0,2,0,1,0,1,0
4019,DIAMOND,13,0,23593,0,0,0,,0,-4247,0,0,0,0,0,0,0
4020,DIAMOND,19,0,29698,1,1,1,WATER_DRAGON,1,5807,1,1,0,1,0,0,1
4021,DIAMOND,14,0,27664,2,1,1,EARTH_DRAGON,1,5056,1,1,0,0,0,1,1
4022,DIAMOND,12,1,23591,0,1,0,,0,-1147,0,0,0,0,0,0,1
4023,DIAMOND,11,0,22179,0,1,1,AIR_DRAGON,1,-606,1,1,0,0,1,0,1
4024,DIAMOND,13,1,25618,1,0,1,EARTH_DRAGON,1,2398,0,1,0,0,0,1,1
4025,DIAMOND,15,1,28049,1,1,1,FIRE_DRAGON,1,6739,1,1,1,0,0,0,1
4026,DIAMOND,12,1,27727,2,1,1,,0,7431,0,0,0,0,0,0,1
4027,DIAMOND,13,1,25042,1,1,1,AIR_DRAGON,1,4594,1,1,0,0,1,0,1
4028,DIAMOND,1,1,5228,0,0,0,,0,18,0,0,0,0,0,0,1
4029,DIAMOND,11,0,23486,0,1,1,AIR_DRAGON,1,-103,1,1,0,0,1,0,0
4030,DIAMOND,11,1,24667,1,0,0,,0,-1789,0,1,0,1,0,0,1
4031,DIAMOND,10,1,24443,1,1,0,,1,269,1,0,0,0,0,0,0
4032,DIAMOND,18,1,27705,1,1,1,FIRE_DRAGON,0,7321,0,1,1,0,0,0,1
4033,DIAMOND,17,1,27895,1,1,0,,1,4482,1,0,0,0,0,0,1
4034,DIAMOND,12,1,23848,0,0,0,,0,-4047,0,0,0,0,0,0,0
4035,DIAMOND,9,0,23912,1,1,0,,1,-671,1,0,0,0,0,0,0
4036,DIAMOND,11,1,23683,0,0,1,FIRE_DRAGON,1,-1507,1,2,1,0,1,0,1
4037,DIAMOND,20,0,30015,2,1,0,,1,11351,1,0,0,0,0,0,1
4038,DIAMOND,12,1,23773,0,0,0,,1,2090,0,0,0,0,0,0,1
4039,DIAMOND,8,0,22383,0,0,1,,0,-4269,0,0,0,0,0,0,0
4040,DIAMOND,4,0,19842,0,0,0,,0,-8416,0,0,0,0,0,0,0
4041,DIAMOND,13,1,26393,1,1,0,,0,2648,0,1,1,0,0,0,0
4042,DIAMOND,1,0,19545,0,0,1,AIR_DRAGON,1,-3570,1,1,0,0,1,0,0
4043,DIAMOND,11,1,27727,1,1,1,EARTH_DRAGON,1,447,1,2,0,1,0,1,1
4044,DIAMOND,10,1,24731,0,1,0,,1,916,1,0,0,0,0,0,0
4045,DIAMOND,12,1,27104,1,1,0,,1,3706,1,1,0,0,1,0,1
4046,DIAMOND,2,0,21094,0,0,1,FIRE_DRAGON,0,-2538,0,1,1,0,0,0,1
4047,DIAMOND,0,0,4345,0,0,0,,0,-92,0,0,0,0,0,0,0
4048,DIAMOND,11,0,25432,0,1,0,,1,3997,1,0,0,0,0,0,1
4049,DIAMOND,14,1,25769,0,1,1,EARTH_DRAGON,0,3030,0,1,0,0,0,1,1
4050,DIAMOND,12,0,24394,0,0,0,,1,-422,1,0,0,0,0,0,1
4051,DIAMOND,6,1,23136,0,0,1,EARTH_DRAGON,0,1266,0,1,0,0,0,1,0
4052,DIAMOND,7,1,21924,0,0,0,,0,-5513,0,0,0,0,0,0,1
4053,DIAMOND,9,1,22063,0,0,1,FIRE_DRAGON,0,-6525,0,1,1,0,0,0,0
4054,DIAMOND,9,1,23652,0,0,1,AIR_DRAGON,1,2536,1,1,0,0,1,0,0
4055,DIAMOND,14,0,24888,0,0,0,,0,-14,0,0,0,0,0,0,0
4056,DIAMOND,17,1,26386,0,0,0,,0,-1005,0,0,0,0,0,0,0
4057,DIAMOND,5,0,20477,0,0,0,,0,-9771,0,0,0,0,0,0,0
4058,DIAMOND,9,1,24525,1,1,0,,1,1900,1,1,0,0,0,1,1
4059,DIAMOND,9,0,23580,0,1,1,AIR_DRAGON,1,999,1,1,0,0,1,0,1
4060,DIAMOND,15,1,27102,0,1,0,,0,2112,0,1,0,0,1,0,1
4061,DIAMOND,14,0,26360,1,1,0,,1,2221,1,1,1,0,0,0,1
4062,DIAMOND,15,1,25992,1,1,1,FIRE_DRAGON,1,2859,1,1,1,0,0,0,1
4063,DIAMOND,17,1,25444,0,0,0,,0,-1522,0,0,0,0,0,0,0
4064,DIAMOND,16,1,26070,0,0,0,,0,-1710,0,0,0,0,0,0,0
4065,DIAMOND,3,0,21774,0,0,0,,0,-1739,0,1,0,0,1,0,1
4066,DIAMOND,6,1,22777,0,0,0,,0,-1633,0,0,0,0,0,0,0
4067,DIAMOND,20,1,30504,2,1,1,AIR_DRAGON,0,7364,0,2,1,0,1,0,1
4068,DIAMOND,8,0,21576,0,0,0,,0,-4568,0,0,0,0,0,0,1
4069,DIAMOND,12,1,24341,0,0,1,EARTH_DRAGON,1,-637,1,1,0,0,0,1,0
4070,DIAMOND,16,1,26461,1,1,1,AIR_DRAGON,1,1050,1,1,0,0,1,0,1
4071,DIAMOND,15,1,27751,1,1,0,,1,5221,1,0,0,0,0,0,1
4072,DIAMOND,9,1,25829,1,0,0,,0,441,0,0,0,0,0,0,1
4073,DIAMOND,9,1,22626,0,0,0,,0,-5691,0,0,0,0,0,0,0
4074,DIAMOND,8,0,23152,0,0,0,,0,-7278,0,0,0,0,0,0,0
4075,DIAMOND,6,0,20367,0,0,0,,0,-5184,0,0,0,0,0,0,0
4076,DIAMOND,19,0,28101,1,1,1,WATER_DRAGON,1,6951,1,2,0,1,1,0,1
4077,DIAMOND,16,1,28483,1,1,0,,1,6013,1,1,1,0,0,0,1
4078,DIAMOND,9,1,21816,0,0,0,,1,-5924,1,0,0,0,0,0,0
4079,DIAMOND,11,0,24515,1,0,0,,1,-3274,1,0,0,0,0,0,1
4080,DIAMOND,13,0,24298,0,0,0,,1,-917,1,0,0,0,0,0,1
4081,DIAMOND,3,0,19046,0,0,0,,0,-7683,0,0,0,0,0,0,0
4082,DIAMOND,17,1,25516,0,1,1,WATER_DRAGON,1,1483,0,1,0,1,0,0,1
4083,DIAMOND,0,0,3737,0,0,0,,0,-1294,0,0,0,0,0,0,0
4084,DIAMOND,4,0,20083,0,0,0,,0,-8327,0,0,0,0,0,0,0
4085,DIAMOND,6,0,22295,1,1,0,,0,-4603,0,0,0,0,0,0,0
4086,DIAMOND,8,1,23301,1,1,0,,0,1302,0,0,0,0,0,0,0
4087,DIAMOND,10,0,23126,0,0,0,,1,-1837,1,0,0,0,0,0,0
4088,DIAMOND,3,1,21669,1,1,0,,1,-3363,1,0,0,0,0,0,0
4089,DIAMOND,5,1,22731,0,1,0,,1,-1692,1,0,0,0,0,0,0
4090,DIAMOND,11,0,22674,0,1,0,,1,-935,0,0,0,0,0,0,1
4091,DIAMOND,11,0,23122,0,0,0,,0,-5876,0,0,0,0,0,0,0
4092,DIAMOND,11,0,25196,0,0,1,EARTH_DRAGON,0,-4372,0,1,0,0,0,1,0
4093,DIAMOND,7,1,24466,2,1,1,AIR_DRAGON,1,-436,1,1,0,0,1,0,1
4094,DIAMOND,12,1,26283,1,1,1,FIRE_DRAGON,1,3343,1,1,1,0,0,0,0
4095,DIAMOND,14,0,25501,0,0,1,FIRE_DRAGON,1,1570,0,1,1,0,0,0,1
4096,DIAMOND,7,1,23717,0,0,1,AIR_DRAGON,0,-1879,0,1,0,0,1,0,0
4097,DIAMOND,10,1,23218,0,0,1,,0,-5441,0,0,0,0,0,0,0
4098,DIAMOND,5,1,21174,0,0,0,,0,-5626,0,0,0,0,0,0,0
4099,DIAMOND,15,0,27178,1,1,1,WATER_DRAGON,1,4223,1,2,0,1,0,1,1
4100,DIAMOND,7,1,23480,0,0,1,AIR_DRAGON,0,951,0,1,0,0,1,0,0
4101,DIAMOND,4,0,21583,0,0,0,,1,-2184,1,0,0,0,0,0,0
4102,DIAMOND,9,0,23949,0,0,0,,0,-1440,0,1,0,1,0,0,1
4103,DIAMOND,12,1,25034,1,1,0,,1,968,1,0,0,0,0,0,0
4104,DIAMOND,4,1,21011,0,0,0,,0,-7030,0,0,0,0,0,0,0
4105,DIAMOND,14,0,26081,1,1,0,,0,1853,0,0,0,0,0,0,1
4106,DIAMOND,16,0,25866,1,1,1,FIRE_DRAGON,1,2705,1,2,1,0,0,1,1
4107,DIAMOND,8,0,23190,0,1,0,,1,-938,1,0,0,0,0,0,0
4108,DIAMOND,12,1,23948,0,0,1,EARTH_DRAGON,0,100,0,1,0,0,0,1,0
4109,DIAMOND,10,0,23863,0,1,0,,0,-2505,0,0,0,0,0,0,1
4110,DIAMOND,18,1,27700,0,1,0,,1,3590,1,0,0,0,0,0,1
4111,DIAMOND,14,1,25964,1,1,1,AIR_DRAGON,0,1847,0,1,0,0,1,0,1
4112,DIAMOND,10,0,24957,1,1,0,,1,-706,1,0,0,0,0,0,1
4113,DIAMOND,6,1,21868,1,0,0,,1,-3436,1,0,0,0,0,0,0
4114,DIAMOND,11,1,22479,0,0,0,,0,-4629,0,0,0,0,0,0,0
4115,DIAMOND,6,1,6626,0,0,0,,0,3219,0,0,0,0,0,0,1
4116,DIAMOND,14,0,26756,1,1,0,,1,2312,1,0,0,0,0,0,1
4117,DIAMOND,4,1,20378,0,0,0,,0,-2505,0,0,0,0,0,0,1
4118,DIAMOND,10,1,24419,0,0,0,,0,-4898,0,0,0,0,0,0,0
4119,DIAMOND,14,1,25345,0,0,0,,0,2383,0,1,0,0,0,1,1
4120,DIAMOND,18,0,26715,0,1,0,,1,1103,0,1,1,0,0,0,0
4121,DIAMOND,13,1,24043,1,1,0,,1,-598,1,0,0,0,0,0,0
4122,DIAMOND,6,1,21632,0,0,1,FIRE_DRAGON,0,-8548,0,1,1,0,0,0,0
4123,DIAMOND,9,1,23654,0,0,0,,1,-127,0,0,0,0,0,0,0
4124,DIAMOND,18,0,29969,2,1,1,WATER_DRAGON,1,9489,1,1,0,1,0,0,1
4125,DIAMOND,19,1,31183,2,1,1,WATER_DRAGON,1,10089,1,1,0,1,0,0,1
4126,DIAMOND,12,1,24919,0,0,1,EARTH_DRAGON,0,1306,0,1,0,0,0,1,1
4127,DIAMOND,15,1,24377,0,1,0,,1,-195,1,0,0,0,0,0,0
4128,DIAMOND,9,1,24272,0,1,1,EARTH_DRAGON,0,3030,0,2,1,0,0,1,1
4129,DIAMOND,12,1,25014,0,1,0,,0,67,0,0,0,0,0,0,1
4130,DIAMOND,12,1,26376,1,1,0,,0,4333,0,1,1,0,0,0,1
4131,DIAMOND,15,0,29700,2,1,0,,1,7740,1,0,0,0,0,0,1
4132,DIAMOND,15,0,28458,2,1,0,,1,6362,0,0,0,0,0,0,1
4133,DIAMOND,7,0,23021,1,0,0,,0,-2184,0,0,0,0,0,0,1
4134,DIAMOND,8,0,22853,0,0,0,,0,-2791,0,0,0,0,0,0,0
4135,DIAMOND,15,0,24514,0,0,1,FIRE_DRAGON,1,1353,1,1,1,0,0,0,1
4136,DIAMOND,13,0,24371,1,1,0,,0,-3146,0,1,0,1,0,0,0
4137,DIAMOND,11,0,23282,0,0,1,AIR_DRAGON,0,-9072,0,1,0,0,1,0,0
4138,DIAMOND,5,1,22516,0,1,0,,1,1514,0,0,0,0,0,0,1
4139,DIAMOND,20,1,27947,1,1,0,,1,1063,0,0,0,0,0,0,1
4140,DIAMOND,12,1,25132,0,1,1,EARTH_DRAGON,1,2994,1,1,0,0,0,1,1
4141,DIAMOND,6,0,24313,0,1,1,FIRE_DRAGON,1,581,1,1,1,0,0,0,0
4142,DIAMOND,7,1,23032,0,1,1,AIR_DRAGON,1,-181,1,1,0,0,1,0,0
4143,DIAMOND,11,1,24618,0,0,0,,0,-942,0,0,0,0,0,0,1
4144,DIAMOND,9,0,23890,0,0,0,,0,-1016,0,1,0,0,1,0,0
4145,DIAMOND,19,1,29734,1,1,1,WATER_DRAGON,0,6745,0,1,0,1,0,0,1
4146,DIAMOND,12,1,24918,1,1,1,EARTH_DRAGON,1,4137,1,2,0,0,1,1,1
4147,DIAMOND,5,0,21402,0,0,0,,0,-6237,0,0,0,0,0,0,0
4148,DIAMOND,6,1,21638,0,0,0,,0,-6595,0,0,0,0,0,0,0
4149,DIAMOND,11,0,23895,1,1,1,AIR_DRAGON,0,3428,0,1,0,0,1,0,1
4150,DIAMOND,3,0,19148,0,0,0,,0,-8911,0,0,0,0,0,0,0
4151,DIAMOND,8,0,22824,0,0,1,AIR_DRAGON,0,-1936,0,1,0,0,1,0,1
4152,DIAMOND,0,0,4115,0,0,0,,0,-1052,0,0,0,0,0,0,0
4153,DIAMOND,14,1,27115,0,1,1,AIR_DRAGON,0,301,0,1,0,0,1,0,1
4154,DIAMOND,9,0,25203,1,1,0,,1,3765,1,1,0,0,0,1,1
4155,DIAMOND,20,1,29028,2,1,1,AIR_DRAGON,1,6781,1,1,0,0,1,0,1
4156,DIAMOND,10,1,22463,0,0,1,AIR_DRAGON,0,-304,0,2,0,0,1,1,0
4157,DIAMOND,12,1,28162,3,1,1,FIRE_DRAGON,1,10146,1,2,1,0,0,1,1
4158,DIAMOND,8,1,23555,0,1,1,EARTH_DRAGON,0,2596,0,2,1,0,0,1,1
4159,DIAMOND,14,0,24586,1,1,0,,0,-5057,0,0,0,0,0,0,0
4160,DIAMOND,13,1,25706,0,1,1,AIR_DRAGON,1,978,1,1,0,0,1,0,1
4161,DIAMOND,9,0,23333,0,0,1,FIRE_DRAGON,0,-1519,0,1,1,0,0,0,1
4162,DIAMOND,7,0,23925,1,1,0,,1,-3029,1,0,0,0,0,0,0
4163,DIAMOND,16,0,25821,0,1,1,EARTH_DRAGON,0,531,0,1,0,0,0,1,1
4164,DIAMOND,8,0,23265,1,1,0,,1,-1132,1,0,0,0,0,0,1
4165,DIAMOND,12,1,25932,1,1,1,AIR_DRAGON,0,2320,0,1,0,0,1,0,0
4166,DIAMOND,4,0,20199,0,0,0,,0,-6139,0,0,0,0,0,0,0
4167,DIAMOND,12,1,24715,1,1,1,,1,952,0,0,0,0,0,0,0
4168,DIAMOND,6,0,22563,0,1,0,,0,-1746,0,0,0,0,0,0,0
4169,DIAMOND,6,0,21458,0,0,0,,1,-3631,0,0,0,0,0,0,1
4170,DIAMOND,9,1,23831,0,0,1,AIR_DRAGON,0,-959,0,1,0,0,1,0,0
4171,DIAMOND,14,1,25200,1,1,0,,0,2170,0,1,1,0,0,0,0
4172,DIAMOND,13,1,26445,0,1,1,FIRE_DRAGON,1,3397,1,1,1,0,0,0,1
4173,DIAMOND,11,1,24014,0,0,0,,0,2145,0,0,0,0,0,0,1
4174,DIAMOND,11,0,23064,0,0,1,EARTH_DRAGON,0,-3205,0,1,0,0,0,1,0
4175,DIAMOND,11,1,26257,1,1,0,,1,-1577,1,0,0,0,0,0,0
4176,DIAMOND,11,1,25663,0,0,1,FIRE_DRAGON,0,4509,0,1,1,0,0,0,1
4177,DIAMOND,5,0,21779,0,0,0,,0,-2823,0,0,0,0,0,0,1
4178,DIAMOND,5,0,22006,0,1,0,,1,-3368,0,0,0,0,0,0,0
4179,DIAMOND,5,0,19497,0,0,0,,0,-10978,0,0,0,0,0,0,0
4180,DIAMOND,11,0,23818,0,0,0,,0,-4582,0,0,0,0,0,0,0
4181,DIAMOND,12,0,24070,0,0,0,,1,-9321,1,0,0,0,0,0,0
4182,DIAMOND,7,0,22286,0,1,1,WATER_DRAGON,1,1143,0,1,0,1,0,0,1
4183,DIAMOND,7,0,25604,1,1,0,,1,-881,1,0,0,0,0,0,0
4184,DIAMOND,4,0,20515,0,0,0,,0,-7397,0,1,0,0,1,0,0
4185,DIAMOND,8,0,23147,0,0,1,FIRE_DRAGON,0,-1547,0,1,1,0,0,0,0
4186,DIAMOND,13,1,26972,1,1,1,WATER_DRAGON,1,5454,1,2,1,1,0,0,1
4187,DIAMOND,5,0,21134,0,0,0,,0,-3854,0,0,0,0,0,0,0
4188,DIAMOND,6,1,20963,0,0,0,,0,-8083,0,0,0,0,0,0,0
4189,DIAMOND,8,0,23801,0,0,0,,0,-4592,0,0,0,0,0,0,0
4190,DIAMOND,6,0,20747,0,0,0,,0,-7848,0,0,0,0,0,0,0
4191,DIAMOND,13,1,25209,0,1,1,WATER_DRAGON,0,3445,0,1,0,1,0,0,1
4192,DIAMOND,6,0,21895,0,0,0,,0,-5183,0,0,0,0,0,0,0
4193,DIAMOND,5,0,21448,0,0,0,,0,-1271,0,0,0,0,0,0,1
4194,DIAMOND,3,0,19492,0,0,0,,1,-11033,1,1,0,1,0,0,0
4195,DIAMOND,13,0,25320,1,1,0,,1,2429,1,0,0,0,0,0,1
4196,DIAMOND,11,0,25278,0,1,0,,1,4024,0,1,0,0,1,0,1
4197,DIAMOND,6,0,24505,1,1,1,WATER_DRAGON,1,2420,1,1,0,1,0,0,1
4198,DIAMOND,13,0,28323,2,1,1,WATER_DRAGON,1,5200,1,2,1,1,0,0,1
4199,DIAMOND,10,0,24033,0,0,0,,0,1168,0,0,0,0,0,0,0
4200,DIAMOND,17,1,28515,2,1,1,WATER_DRAGON,1,7108,1,2,1,1,0,0,1
4201,DIAMOND,14,1,25565,1,1,1,AIR_DRAGON,1,2063,1,1,0,0,1,0,1
4202,DIAMOND,5,1,21042,0,1,1,FIRE_DRAGON,1,-312,1,1,1,0,0,0,1
4203,DIAMOND,7,0,22347,0,0,0,,1,-1412,1,0,0,0,0,0,1
4204,DIAMOND,16,1,28329,3,1,0,,1,11193,1,1,0,1,0,0,1
